Gender,Married,Dependents,Education,Self_Employed,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,LoanAmount_log,Total_Income_log
1,1,2,0,0,360.0,1.0,2,0,4.897839799950911,8.437283808187935
0,1,1,0,1,360.0,0.0,2,0,5.655991810819852,9.350102314351341
1,1,2,0,0,360.0,1.0,1,1,4.574710978503383,8.262300941787448
1,1,0,0,0,360.0,1.0,1,1,4.564348191467836,8.222285073872717
1,1,0,0,0,360.0,1.0,0,0,4.90527477843843,8.624431942085836
1,1,1,0,0,360.0,1.0,2,1,5.19295685089021,9.242807562113684
1,1,2,1,0,360.0,1.0,2,1,4.969813299576001,8.734881892047483
1,1,0,0,0,360.0,1.0,2,1,4.787491742782046,8.74766979009724
1,1,3,0,0,360.0,1.0,2,1,4.59511985013459,8.015987811027237
1,1,0,1,1,180.0,0.0,0,0,5.10594547390058,8.709134991587183
1,1,1,0,0,360.0,0.0,0,0,4.852030263919617,8.506132244056813
0,0,0,0,0,360.0,0.0,1,0,4.7535901911063645,8.334711621820917
1,1,0,0,0,360.0,1.0,1,0,5.552959584921617,9.241935933565934
1,0,0,1,0,180.0,0.0,2,0,4.836281906951478,8.604104563405533
1,1,1,0,0,360.0,1.0,2,1,5.7430031878094825,9.28266103355581
1,1,3,1,1,60.0,1.0,2,1,4.8283137373023015,8.867850063029406
0,0,0,0,0,360.0,0.0,1,0,4.912654885736052,8.366370301681654
1,1,0,0,0,360.0,1.0,2,1,5.147494476813453,8.744169388750624
1,1,2,1,1,360.0,1.0,1,1,4.574710978503383,8.229511118964457
1,0,0,0,0,300.0,1.0,1,1,4.394449154672439,8.160518247477505
1,1,3,1,0,360.0,0.0,1,0,4.553876891600541,8.46695197497949
1,1,3,0,1,360.0,1.0,1,1,5.231108616854587,8.859363449152088
1,0,0,0,0,480.0,1.0,2,0,4.727387818712341,8.229511118964457
1,0,0,0,0,360.0,1.0,2,0,5.170483995038151,9.047821442478408
1,1,1,0,1,360.0,1.0,2,0,4.700480365792417,8.299534570332597
1,1,3,0,0,300.0,0.0,1,0,5.19295685089021,8.877242435993919
1,1,3,1,1,360.0,1.0,1,1,4.867534450455582,8.612321536507814
0,0,0,0,0,360.0,1.0,1,1,4.709530201312334,8.254788926148725
1,1,1,0,1,360.0,1.0,1,1,4.852030263919617,7.781138509845015
0,1,2,0,0,360.0,1.0,2,0,5.117993812416755,8.089175678837561
1,1,0,0,0,360.0,1.0,1,0,5.579729825986222,9.017968479328726
1,1,1,0,0,240.0,1.0,2,1,3.912023005428146,8.291045131081729
1,0,0,0,0,360.0,1.0,1,1,4.912654885736052,8.496378051702317
1,1,2,1,0,360.0,1.0,1,1,4.59511985013459,8.581669210600602
1,1,0,0,0,360.0,1.0,1,1,4.6443908991413725,8.43771698991444
1,0,0,0,0,360.0,1.0,2,1,5.3471075307174685,9.055556158175316
1,1,0,0,0,360.0,1.0,1,1,5.1647859739235145,9.196444266784072
1,1,0,0,0,360.0,1.0,1,1,4.875197323201151,8.675563527387679
1,1,2,0,0,180.0,1.0,1,1,5.236441962829949,9.384629757072872
1,1,2,1,0,360.0,1.0,2,1,4.394449154672439,8.535622326884605
1,0,0,0,0,360.0,1.0,1,1,4.804021044733257,8.326758814511733
1,0,0,1,0,120.0,1.0,1,1,3.2188758248682006,8.194229304819817
1,0,0,0,0,360.0,1.0,2,0,4.852030263919617,8.822027322685583
0,1,0,0,0,360.0,1.0,1,1,4.919980925828125,8.47345026846832
1,1,0,0,0,360.0,1.0,1,1,3.912023005428146,7.9976631270201
1,1,0,1,0,180.0,1.0,1,1,4.74493212836325,8.339978571990427
1,1,0,0,0,360.0,1.0,1,1,4.875197323201151,8.575462099540212
1,1,2,1,0,180.0,1.0,2,1,4.890349128221754,8.929435283803425
1,0,0,0,0,360.0,1.0,1,1,5.017279836814924,9.065198986306513
1,1,0,0,0,360.0,1.0,2,1,4.852030263919617,9.521494800613105
1,1,0,0,0,360.0,1.0,1,1,4.852030263919617,9.016148642611741
1,1,0,0,0,360.0,1.0,2,1,5.075173815233827,8.42726848388825
1,1,1,0,0,360.0,1.0,2,1,4.605170185988092,8.31434234336979
1,1,2,0,0,360.0,1.0,2,1,5.41610040220442,9.436918020024674
1,0,0,1,0,360.0,1.0,0,0,4.787491742782046,8.9001399880938
1,1,2,0,0,360.0,0.0,2,0,5.375278407684165,8.909235279192261
1,1,3,1,0,480.0,1.0,1,1,4.543294782270004,7.946263643580541
1,0,0,0,0,360.0,1.0,2,1,4.912654885736052,8.578476419833136
0,1,0,0,0,360.0,1.0,1,1,4.9344739331306915,8.568266461600238
1,1,0,1,0,360.0,0.0,0,0,5.0238805208462765,8.94715577112479
0,0,1,0,1,360.0,1.0,1,1,4.852030263919617,8.916103530553727
1,0,0,0,0,360.0,1.0,1,1,4.770684624465665,8.527143522269405
1,1,1,0,0,180.0,1.0,0,1,5.220355825078324,9.587611745713565
0,1,0,0,0,360.0,1.0,1,1,5.0369526024136295,8.60337088765729
1,1,1,0,0,360.0,1.0,2,1,4.442651256490317,8.192016914536875
1,1,0,0,0,360.0,1.0,0,0,5.1647859739235145,8.950273466557375
0,0,0,0,0,360.0,1.0,2,1,5.556828061699537,9.250330020192342
1,1,0,0,0,360.0,1.0,0,1,5.19295685089021,9.0280988119824
0,0,0,0,0,360.0,1.0,1,1,3.784189633918261,8.334711621820917
0,0,0,0,0,360.0,0.0,1,1,4.919980925828125,9.316230747233615
1,1,2,0,0,360.0,1.0,1,1,4.394449154672439,7.9919305198524775
1,1,0,1,0,360.0,1.0,0,1,5.267858159063328,8.750524669117937
0,0,0,0,0,360.0,1.0,0,1,4.532599493153256,8.213923595622743
1,1,3,0,0,360.0,1.0,0,1,5.91350300563827,10.077566902136047
1,0,0,0,0,360.0,1.0,0,1,4.852030263919617,8.61341204915678
1,1,1,0,1,180.0,0.0,2,0,5.075173815233827,9.572410734431823
1,1,0,0,0,360.0,1.0,0,0,5.204006687076795,9.065198986306513
1,0,0,0,1,480.0,1.0,2,1,6.476972362889683,9.91175329695316
1,0,0,0,0,360.0,1.0,2,1,4.30406509320417,8.279697133877628
1,0,0,0,0,360.0,1.0,1,1,4.248495242049359,7.907651594711089
1,1,0,0,1,120.0,1.0,1,1,3.2188758248682006,8.148734808937169
1,0,0,0,0,360.0,1.0,1,1,4.624972813284271,8.49596955496461
1,1,3,0,0,360.0,1.0,1,0,5.66988092298052,9.371608519572305
0,1,0,0,0,360.0,1.0,0,0,4.430816798843313,8.430109084509125
1,1,2,0,1,360.0,1.0,2,1,4.477336814478207,8.827028068509152
1,0,0,0,0,360.0,0.0,1,0,5.488937726156687,9.61573881119536
1,1,2,1,0,360.0,1.0,0,0,4.859812404361672,8.635864721133736
1,1,2,0,0,360.0,1.0,0,0,5.220355825078324,8.871365005136852
1,0,0,0,0,360.0,1.0,2,1,5.123963979403259,8.597297435657898
1,0,0,0,1,180.0,1.0,1,1,5.1647859739235145,8.846496938558838
1,1,0,0,0,360.0,1.0,1,1,4.804021044733257,8.462103225098277
1,1,2,0,0,180.0,1.0,2,1,5.231108616854587,9.372204086867741
0,1,0,0,0,360.0,1.0,1,1,4.605170185988092,8.827028068509152
0,1,2,0,0,360.0,1.0,2,1,4.248495242049359,9.60683200528524
1,1,1,0,0,360.0,1.0,2,1,3.4011973816621555,7.993957547573565
0,0,0,0,0,360.0,1.0,0,0,5.41610040220442,9.364433907313582
1,1,0,0,0,360.0,1.0,1,1,4.8283137373023015,8.646465527120377
1,0,0,0,0,360.0,0.0,0,0,4.770684624465665,8.744647438317532
1,1,0,0,1,360.0,1.0,0,1,5.0238805208462765,8.752581469146884
1,0,0,0,0,360.0,1.0,2,0,5.497168225293202,9.123256265069069
1,1,2,1,0,360.0,1.0,0,0,4.727387818712341,7.732369222284388
1,0,0,0,0,360.0,1.0,2,1,3.912023005428146,8.087640287778983
1,1,3,0,0,180.0,0.0,1,1,6.396929655216146,10.596609732783568
1,1,1,0,0,360.0,1.0,0,1,5.075173815233827,8.699514748210191
1,1,1,0,0,360.0,1.0,2,1,5.231108616854587,9.16303909885817
1,0,0,0,0,360.0,1.0,0,1,4.787491742782046,8.529714471969909
1,1,0,0,0,360.0,1.0,1,1,5.541263545158426,9.23092700558457
1,1,0,1,0,360.0,1.0,1,1,4.584967478670572,7.973844375944687
1,1,0,0,0,360.0,1.0,2,0,5.616771097666572,8.978786553302003
1,1,1,0,0,360.0,0.0,1,0,4.795790545596741,8.382289428951436
1,1,2,0,0,360.0,1.0,0,1,5.062595033026967,8.633018756921828
1,1,0,0,0,180.0,1.0,2,1,4.31748811353631,9.140239744296693
1,1,0,0,0,360.0,1.0,0,1,5.204006687076795,8.835355971121606
0,1,0,0,0,360.0,1.0,0,0,4.718498871295094,8.430109084509125
1,1,0,0,0,360.0,1.0,0,1,4.859812404361672,8.660773919893762
1,0,0,0,0,480.0,0.0,1,0,4.143134726391533,7.71289096149013
1,1,2,0,0,360.0,1.0,1,1,5.298317366548036,8.987196820661973
1,1,0,1,0,360.0,1.0,0,1,4.553876891600541,8.185628891147607
1,1,3,0,0,300.0,1.0,2,1,6.551080335043404,10.854430887309706
1,1,3,1,0,180.0,1.0,0,0,4.394449154672439,8.166784289056151
1,1,0,0,0,360.0,1.0,1,1,5.231108616854587,9.335474102732949
1,1,0,1,1,360.0,1.0,1,0,4.465908118654584,8.533066540572527
1,1,0,0,0,360.0,1.0,0,1,4.7535901911063645,8.605387202152153
1,1,2,0,0,360.0,1.0,0,1,4.61512051684126,8.20631072579402
1,1,3,0,0,360.0,0.0,1,0,6.20455776256869,9.730086093116732
1,1,1,0,0,360.0,1.0,1,1,4.7535901911063645,8.229511118964457
1,0,0,1,0,480.0,0.0,2,0,4.624972813284271,8.238536930171769
1,1,1,0,0,360.0,0.0,2,0,5.19295685089021,9.521494800613105
1,0,0,0,0,360.0,1.0,0,0,4.204692619390966,8.850660919017152
1,1,0,0,0,180.0,1.0,1,1,4.290459441148391,8.433811582477187
1,1,1,0,0,360.0,1.0,1,0,5.560681631015528,10.429576102968031
0,1,0,0,0,360.0,1.0,1,1,4.68213122712422,8.195609567288775
1,1,0,0,1,360.0,1.0,1,1,4.787491742782046,10.689601259598334
1,1,1,0,1,300.0,0.0,0,0,4.189654742026425,7.686162303492906
1,1,0,0,0,360.0,1.0,0,1,4.060443010546419,8.416488487294606
1,1,0,0,1,360.0,1.0,0,1,5.123963979403259,8.694502206386648
1,1,0,0,0,180.0,1.0,0,1,5.236441962829949,9.140775908590273
1,0,0,1,0,360.0,1.0,0,1,3.871201010907891,8.493924564476883
1,0,0,0,0,360.0,1.0,1,0,5.099866427824199,9.392661928770137
1,1,0,1,0,360.0,1.0,2,0,5.075173815233827,8.704999678440762
1,0,0,0,0,360.0,1.0,1,1,4.330733340286331,8.257904193465674
1,0,0,0,0,360.0,1.0,0,1,4.787491742782046,8.340694647925071
1,1,1,0,0,360.0,1.0,1,0,5.135798437050262,8.649623978596727
1,0,0,0,0,360.0,1.0,0,1,5.231108616854587,9.399554785027307
0,0,0,1,0,360.0,1.0,2,1,4.787491742782046,8.35983738064003
0,1,0,0,0,360.0,1.0,1,1,4.727387818712341,8.737452587550584
1,0,0,0,1,360.0,1.0,2,0,4.418840607796598,9.305650551780507
1,1,1,1,0,360.0,1.0,1,1,4.499809670330265,8.536995818712418
1,0,2,0,0,360.0,0.0,1,1,5.111987788356544,8.5016733797582
1,1,3,1,0,180.0,1.0,2,0,4.852030263919617,8.292047637431354
1,1,1,1,0,360.0,1.0,2,1,4.90527477843843,8.430109084509125
1,1,2,1,0,360.0,1.0,1,1,4.820281565605037,8.27308133366583
0,0,0,1,0,360.0,1.0,1,1,4.787491742782046,8.391176350832751
0,0,0,0,0,360.0,1.0,2,1,4.382026634673881,8.084562415235304
1,0,0,1,0,360.0,1.0,0,1,4.007333185232471,8.780480107033297
1,0,0,0,0,360.0,1.0,2,1,4.07753744390572,7.8156105320351905
1,0,0,0,0,360.0,1.0,1,0,4.844187086458591,8.136810863675537
0,0,0,0,0,360.0,1.0,1,0,5.365976015021851,9.210340371976184
1,1,3,0,0,360.0,0.0,1,0,4.852030263919617,8.451053388911692
1,1,1,0,1,360.0,1.0,2,1,5.480638923341991,8.960210955576986
1,1,3,1,1,360.0,1.0,0,1,4.867534450455582,8.648747631156539
1,1,0,0,0,360.0,1.0,2,1,4.919980925828125,8.731336360533149
1,1,3,1,0,360.0,1.0,1,1,4.605170185988092,8.483222671845084
1,1,0,0,0,360.0,1.0,0,0,4.90527477843843,7.575584651557793
1,1,0,0,0,360.0,1.0,1,1,4.875197323201151,8.61286694148452
1,1,2,0,0,360.0,0.0,1,0,4.276666119016055,8.517193191416238
0,1,2,0,0,360.0,1.0,1,1,4.844187086458591,8.804775258867686
1,1,0,0,0,360.0,0.0,2,0,4.0943445622221,7.7057128238944275
1,1,2,0,0,360.0,1.0,1,1,4.7535901911063645,8.65277248565806
1,0,0,0,0,360.0,1.0,1,1,4.969813299576001,8.659039915644474
1,1,0,0,0,360.0,1.0,1,1,5.1647859739235145,9.058121158998672
1,1,0,0,0,360.0,1.0,1,1,4.852030263919617,8.740336742730447
1,1,0,0,0,360.0,1.0,0,0,5.135798437050262,8.086410275323782
1,1,0,1,1,360.0,1.0,2,0,4.927253685157205,8.462737005620179
1,1,2,0,0,360.0,1.0,1,1,5.3471075307174685,8.980298078970817
1,1,0,0,0,480.0,1.0,1,1,5.062595033026967,8.467582690862903
1,0,0,0,1,360.0,1.0,0,1,5.298317366548036,8.764053269347762
1,1,1,0,0,360.0,1.0,1,1,4.6443908991413725,8.421783006611578
1,1,0,0,0,180.0,1.0,0,1,3.7376696182833684,8.22040309993373
1,0,0,1,0,360.0,1.0,0,1,4.787491742782046,8.663369301573839
0,0,0,0,0,360.0,1.0,1,1,5.634789603169249,9.027978814382207
1,1,1,0,0,360.0,1.0,1,1,4.941642422609304,8.503905297089302
1,1,1,0,0,360.0,1.0,0,1,5.135798437050262,8.81877816903701
1,1,0,0,0,360.0,1.0,2,0,5.541263545158426,8.656259239539235
0,0,0,0,1,360.0,1.0,2,1,4.804021044733257,8.149890544402423
0,0,1,0,0,360.0,1.0,0,1,4.718498871295094,8.245909264774093
1,1,1,0,0,360.0,1.0,1,1,4.564348191467836,8.106212902619962
1,1,2,0,0,360.0,1.0,0,1,4.787491742782046,9.289059126687574
1,1,1,1,0,180.0,1.0,2,0,4.941642422609304,8.41027590907016
1,0,0,0,0,60.0,1.0,2,1,5.043425116919247,9.067162602299854
1,1,2,0,1,360.0,1.0,0,1,4.68213122712422,8.92930284224307
1,1,0,1,0,360.0,1.0,1,1,4.812184355372417,8.96482339168508
1,0,0,0,1,180.0,1.0,2,0,4.787491742782046,9.247925132303454
1,1,2,0,0,360.0,1.0,2,1,4.718498871295094,9.1801903950253
1,1,1,1,0,180.0,1.0,2,1,4.919980925828125,8.796036315200814
1,1,1,0,0,480.0,1.0,1,1,4.812184355372417,8.460622839927844
1,1,0,0,0,360.0,1.0,2,1,4.499809670330265,8.209852481301272
1,1,0,1,0,360.0,0.0,1,0,5.303304908059076,8.62299361030245
0,0,2,0,0,360.0,1.0,2,0,4.927253685157205,8.139440521874608
1,0,0,1,1,360.0,1.0,0,1,4.6443908991413725,8.465899897028686
1,1,1,1,0,180.0,1.0,1,1,5.631211781821365,9.186252576447092
1,0,0,0,1,360.0,0.0,2,0,5.2574953720277815,9.695848187757884
0,0,3,0,0,360.0,1.0,0,1,5.541263545158426,8.03365842788615
1,0,0,1,0,360.0,0.0,0,0,4.74493212836325,8.706986763048892
1,1,3,0,0,360.0,1.0,2,0,4.543294782270004,8.565983355585669
1,1,0,0,0,360.0,1.0,0,0,5.717027701406222,9.72812174830818
1,1,3,1,0,360.0,1.0,1,0,4.852030263919617,8.503297086224126
1,1,1,0,0,360.0,1.0,2,1,5.799092654460526,9.243097936214355
1,0,0,0,0,360.0,1.0,1,1,4.897839799950911,8.359134886757962
0,0,1,0,0,36.0,1.0,1,0,5.043425116919247,8.15507488781144
0,0,0,0,0,360.0,1.0,0,1,4.787491742782046,8.881836305004146
1,0,0,0,1,360.0,1.0,1,1,4.852030263919617,8.549853973655786
1,0,0,0,0,360.0,1.0,0,1,5.017279836814924,8.928242677818302
1,1,2,0,0,360.0,1.0,1,1,5.0106352940962555,8.715224041915372
1,1,3,0,0,360.0,0.0,2,1,5.075173815233827,8.723231274827508
0,0,0,0,0,360.0,1.0,0,0,4.90527477843843,8.136810863675537
0,0,1,0,0,360.0,1.0,2,1,4.499809670330265,8.397508348470257
0,0,0,0,0,360.0,1.0,2,1,3.4011973816621555,8.082402253926244
1,1,0,0,0,360.0,1.0,2,1,4.912654885736052,9.318835968129482
1,0,0,0,0,360.0,1.0,0,1,4.836281906951478,8.453187861440325
1,1,0,0,0,360.0,1.0,1,1,5.0106352940962555,8.48528964240323
1,1,2,0,0,360.0,1.0,1,1,4.499809670330265,8.268731832117737
1,1,1,0,0,360.0,1.0,1,1,4.74493212836325,8.432070937999402
1,1,0,0,0,360.0,1.0,1,1,5.332718793265369,8.891098830616636
1,1,0,0,0,360.0,1.0,2,1,4.382026634673881,8.390041405755754
1,1,0,0,0,360.0,1.0,1,1,6.077642243349034,9.587611745713565
0,1,0,1,0,360.0,1.0,0,1,4.820281565605037,8.318742252692399
1,0,1,1,1,360.0,0.0,2,0,5.062595033026967,8.776321456449958
1,1,0,0,0,360.0,1.0,1,1,4.718498871295094,8.461046030793236
1,1,2,0,0,180.0,1.0,2,1,4.356708826689592,8.097669722345216
0,0,0,0,0,360.0,1.0,2,1,3.9889840465642745,8.153925132007862
1,1,0,0,0,360.0,1.0,0,0,4.852030263919617,9.936293504261306
1,0,0,0,0,360.0,1.0,0,1,4.48863636973214,8.734077192559303
0,0,0,0,1,300.0,1.0,1,0,4.59511985013459,8.370315995555478
1,1,0,0,0,360.0,1.0,0,1,4.787491742782046,8.648922962094131
0,0,0,0,0,360.0,1.0,1,1,4.74493212836325,8.32457884513685
1,0,0,0,0,360.0,1.0,0,1,5.231108616854587,9.159888828480085
1,1,0,0,0,360.0,1.0,0,1,4.9344739331306915,8.610865667278873
1,1,2,0,0,360.0,0.0,1,0,4.844187086458591,8.389359819906353
1,1,2,0,0,360.0,1.0,2,1,4.897839799950911,8.45807992692373
0,0,0,0,0,480.0,0.0,2,0,4.962844630259907,8.597297435657898
1,1,0,0,0,360.0,1.0,1,1,5.147494476813453,8.651199471263972
1,1,3,0,0,360.0,1.0,2,1,4.700480365792417,8.642238680390461
1,1,1,0,0,360.0,1.0,1,1,5.298317366548036,8.835646922534773
0,1,1,0,0,360.0,1.0,2,1,4.90527477843843,8.448057452581375
0,0,0,0,0,480.0,1.0,0,0,5.017279836814924,8.928110078202646
1,1,1,0,0,360.0,1.0,2,0,4.727387818712341,8.504918160540624
1,1,0,1,0,360.0,0.0,2,0,4.532599493153256,8.46252579007393
1,1,0,1,0,360.0,1.0,1,1,4.653960350157523,8.439231649946526
0,0,0,0,0,360.0,1.0,0,1,4.882801922586371,8.517193191416238
1,1,1,0,0,360.0,1.0,2,1,4.564348191467836,8.13973227971767
1,0,0,0,0,360.0,1.0,0,1,4.941642422609304,8.779557455883728
1,0,0,1,0,360.0,1.0,2,0,4.852030263919617,7.600902459542082
0,0,0,0,0,360.0,1.0,0,1,4.90527477843843,8.59932602095476
0,0,0,0,0,360.0,0.0,2,0,4.6443908991413725,8.35772841676521
1,0,0,0,0,360.0,1.0,0,0,6.173786103901937,9.915070213779195
1,1,2,1,0,360.0,1.0,0,1,5.220355825078324,8.944680683558895
0,0,0,0,0,360.0,1.0,1,1,4.430816798843313,7.978310969867722
1,0,0,1,0,360.0,1.0,1,1,4.709530201312334,8.5814816812986
0,0,0,0,0,360.0,1.0,0,1,4.02535169073515,7.826842098158293
1,1,2,0,1,84.0,1.0,0,1,4.969813299576001,8.656259239539235
1,1,0,0,0,360.0,1.0,0,0,5.0689042022202315,8.370084326378025
1,1,1,1,0,180.0,1.0,2,1,4.709530201312334,8.524962928680598
1,1,2,0,0,360.0,1.0,1,1,4.787491742782046,8.220672170297252
1,1,0,0,0,360.0,1.0,2,1,4.477336814478207,8.340933226000878
0,0,1,0,0,360.0,1.0,1,1,4.718498871295094,8.172164452111904
1,1,1,0,1,360.0,1.0,0,0,5.043425116919247,9.210340371976184
1,1,0,0,0,360.0,1.0,1,1,4.74493212836325,8.426611813185
1,1,3,0,0,360.0,1.0,1,1,4.820281565605037,8.418697944667139
1,1,2,1,0,360.0,1.0,0,1,4.852030263919617,8.55468163582723
0,0,0,0,0,360.0,1.0,0,1,4.882801922586371,8.724369949208368
1,1,3,0,0,360.0,1.0,0,1,5.703782474656201,9.615805480084347
1,1,1,0,1,360.0,0.0,0,0,5.929589143389895,9.521421537856195
1,0,0,0,0,360.0,0.0,0,1,4.867534450455582,8.50045386741194
1,1,0,0,1,360.0,1.0,1,1,5.214935757608986,8.984443032465352
0,1,0,0,0,360.0,1.0,2,0,4.700480365792417,8.822322177471738
0,0,0,0,0,360.0,1.0,2,1,4.204692619390966,7.824046010856292
1,0,1,0,0,360.0,1.0,2,1,4.762173934797756,8.728587995695898
1,0,0,0,0,360.0,1.0,1,1,4.584967478670572,7.984462732262196
1,0,0,0,0,360.0,1.0,2,1,4.2626798770413155,7.949091499830517
1,1,0,0,0,180.0,1.0,2,1,6.194405391104672,11.05622495553552
1,1,1,0,1,180.0,1.0,2,1,5.204006687076795,9.364433907313582
1,1,0,0,1,360.0,1.0,1,1,4.248495242049359,9.209640126861789
1,1,1,0,0,360.0,1.0,0,1,5.075173815233827,8.689127655323706
1,1,2,0,1,360.0,1.0,0,1,5.170483995038151,8.867850063029406
0,0,3,1,0,360.0,0.0,2,0,4.852030263919617,7.512071245835466
0,0,0,0,0,360.0,1.0,1,1,4.2626798770413155,8.333270353255308
1,1,3,1,0,360.0,1.0,0,0,5.153291594497779,8.350902451694811
0,0,0,0,0,360.0,1.0,0,0,3.828641396489095,7.774015077250727
1,1,1,1,0,360.0,1.0,2,1,5.062595033026967,8.662677858158219
1,1,3,1,0,360.0,1.0,1,1,4.30406509320417,8.062432791583195
1,1,2,0,0,360.0,1.0,0,1,4.8283137373023015,8.499640032168648
1,1,0,0,0,360.0,1.0,1,1,5.075173815233827,8.508555998020574
1,1,0,1,0,360.0,0.0,0,0,5.0238805208462765,8.817742129574842
1,1,2,1,0,360.0,1.0,2,1,4.836281906951478,8.566173813637858
1,1,0,0,0,360.0,1.0,1,1,5.556828061699537,9.29798488182823
1,1,0,0,0,360.0,1.0,0,1,5.231108616854587,9.090993614343617
1,1,0,0,0,360.0,1.0,1,1,5.429345628954441,9.114159813502214
1,0,0,0,0,360.0,1.0,0,0,5.730099782973574,9.466299552232016
1,1,3,0,0,360.0,1.0,0,1,4.553876891600541,8.465689348549121
0,1,0,0,1,360.0,0.0,0,0,4.653960350157523,8.612503371220562
0,1,0,0,0,360.0,1.0,1,1,4.867534450455582,7.982074875081202
0,0,0,0,0,180.0,1.0,2,1,4.7535901911063645,8.246171559857563
1,1,2,0,0,360.0,1.0,0,1,5.10594547390058,9.350102314351341
1,1,1,0,0,360.0,1.0,2,0,4.204692619390966,8.262300941787448
1,1,0,1,0,480.0,0.0,2,0,4.605170185988092,8.448057452581375
1,1,3,0,0,360.0,1.0,1,1,5.298317366548036,9.0280988119824
0,0,1,0,0,360.0,1.0,1,0,4.394449154672439,8.460199469896118
1,1,2,0,0,360.0,1.0,1,1,5.4638318050256105,9.067277989134345
1,1,0,0,0,360.0,1.0,2,1,4.867534450455582,8.865452825753623
